,Subscription Type,Monthly Revenue,Join Date,Last Payment Date,Country,Age,Gender,Device,Plan Duration,Join year,Join month,Last Payment year,Last Payment month,Account Since,subscription type_Basic,subscription type_Premium,subscription type_Standard,Country_type_Australia,Country_type_Brazil,Country_type_Canada,Country_type_France,Country_type_Germany,Country_type_Italy,Country_type_Mexico,Country_type_Spain,Country_type_United Kingdom,Country_type_United States,Device_type_Laptop,Device_type_Smart TV,Device_type_Smartphone,Device_type_Tablet,Device_type_Laptop,Device_type_Smart TV,Device_type_Smartphone,Device_type_Tablet,Age_bins
485,Premium,15,2022-09-13,2023-06-26,France,37,Female,Laptop,1,2022,9,2023,6,339,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,28-37
486,Basic,15,2022-05-10,2023-06-29,Brazil,30,Male,Smart TV,1,2022,5,2023,6,465,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,28-37
487,Standard,11,2022-08-10,2023-06-28,Mexico,33,Female,Smart TV,1,2022,8,2023,6,373,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,28-37
488,Premium,11,2022-10-26,2023-06-28,Spain,49,Male,Tablet,1,2022,10,2023,6,296,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,48-57
489,Basic,12,2022-10-18,2023-06-29,Italy,36,Female,Smart TV,1,2022,10,2023,6,304,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,28-37
490,Premium,12,2022-07-10,2023-06-28,United States,28,Female,Smartphone,1,2022,7,2023,6,404,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,18-27
491,Basic,10,2022-09-17,2023-06-30,Canada,51,Male,Tablet,1,2022,9,2023,6,335,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,48-57
492,Standard,11,2022-09-18,2023-06-27,United Kingdom,35,Female,Smartphone,1,2022,9,2023,6,334,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,28-37
493,Standard,14,2022-09-27,2023-06-29,Australia,31,Male,Smart TV,1,2022,9,2023,6,325,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,28-37
494,Basic,13,2022-09-30,2023-06-27,Germany,39,Male,Smartphone,1,2022,9,2023,6,322,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,38-47
495,Premium,10,2022-10-30,2023-06-30,France,51,Female,Laptop,1,2022,10,2023,6,292,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,48-57
496,Basic,11,2022-09-11,2023-06-29,Brazil,44,Male,Smartphone,1,2022,9,2023,6,341,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,38-47
497,Standard,11,2022-11-17,2023-06-28,Mexico,41,Female,Smartphone,1,2022,11,2023,6,274,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,38-47
498,Premium,10,2022-11-18,2023-06-26,Spain,28,Female,Laptop,1,2022,11,2023,6,273,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,18-27
499,Basic,15,2022-11-22,2023-06-30,Italy,38,Male,Laptop,1,2022,11,2023,6,269,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,28-37
500,Premium,14,2022-11-22,2023-06-28,Spain,43,Male,Smartphone,1,2022,11,2023,6,269,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,38-47
501,Basic,13,2022-11-21,2023-06-30,Spain,38,Male,Smartphone,1,2022,11,2023,6,270,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,28-37
502,Standard,14,2022-10-11,2023-06-26,United States,30,Male,Tablet,1,2022,10,2023,6,311,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,28-37
503,Standard,12,2022-10-21,2023-06-29,Canada,32,Female,Laptop,1,2022,10,2023,6,301,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,28-37
504,Basic,11,2022-10-21,2023-06-28,United States,35,Male,Smartphone,1,2022,10,2023,6,301,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,28-37
505,Premium,14,2022-10-23,2023-06-29,United States,27,Male,Smart TV,1,2022,10,2023,6,299,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,18-27
506,Basic,15,2022-10-24,2023-06-26,Canada,49,Female,Tablet,1,2022,10,2023,6,298,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,48-57
507,Standard,12,2022-10-23,2023-06-28,United Kingdom,42,Female,Tablet,1,2022,10,2023,6,299,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,38-47
508,Premium,10,2022-10-21,2023-06-28,Australia,40,Male,Smartphone,1,2022,10,2023,6,301,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,38-47
509,Basic,15,2022-06-10,2023-06-29,Germany,43,Female,Tablet,1,2022,6,2023,6,434,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,38-47
510,Premium,11,2022-07-26,2023-06-28,France,44,Female,Smart TV,1,2022,7,2023,6,388,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,38-47
511,Basic,15,2022-07-13,2023-06-28,Brazil,32,Male,Tablet,1,2022,7,2023,6,401,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,28-37
512,Standard,10,2022-06-07,2023-06-28,Mexico,50,Male,Tablet,1,2022,6,2023,6,437,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,48-57
513,Standard,14,2022-07-07,2023-06-28,Spain,35,Male,Tablet,1,2022,7,2023,6,407,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,28-37
514,Basic,15,2022-01-07,2023-06-29,Italy,44,Female,Laptop,1,2022,1,2023,6,588,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,38-47
515,Premium,14,2022-07-31,2023-06-28,Spain,42,Female,Smart TV,1,2022,7,2023,6,383,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,38-47
516,Basic,12,2022-06-08,2023-06-28,Spain,34,Female,Smart TV,1,2022,6,2023,6,436,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,28-37
517,Standard,15,2022-07-08,2023-06-27,United States,37,Female,Tablet,1,2022,7,2023,6,406,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,28-37
518,Premium,10,2022-06-08,2023-06-28,Canada,43,Male,Smartphone,1,2022,6,2023,6,436,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,38-47
519,Basic,13,2022-03-08,2023-06-28,United States,32,Male,Smart TV,1,2022,3,2023,6,528,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,28-37
520,Basic,15,2022-06-18,2023-06-28,United States,33,Female,Smart TV,1,2022,6,2023,6,426,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,28-37
521,Basic,14,2022-06-17,2023-06-27,Canada,32,Female,Tablet,1,2022,6,2023,6,427,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,28-37
522,Standard,13,2022-07-06,2023-06-29,United Kingdom,41,Male,Smartphone,1,2022,7,2023,6,408,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,38-47
523,Premium,15,2022-06-06,2023-06-28,Australia,31,Male,Tablet,1,2022,6,2023,6,438,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,28-37
524,Basic,14,2022-04-06,2023-06-27,Germany,44,Male,Tablet,1,2022,4,2023,6,499,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,38-47
525,Basic,11,2022-06-20,2023-06-28,France,49,Male,Laptop,1,2022,6,2023,6,424,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,48-57
526,Premium,10,2022-10-07,2023-06-28,Brazil,48,Female,Tablet,1,2022,10,2023,6,315,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,38-47
527,Standard,13,2022-07-13,2023-06-29,Mexico,42,Female,Smartphone,1,2022,7,2023,6,401,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,38-47
528,Standard,11,2022-07-07,2023-06-27,Spain,50,Female,Laptop,1,2022,7,2023,6,407,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,48-57
529,Basic,14,2022-06-22,2023-06-28,Italy,49,Female,Smart TV,1,2022,6,2023,6,422,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,48-57
530,Premium,14,2022-06-15,2023-06-27,Spain,30,Female,Laptop,1,2022,6,2023,6,429,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,28-37
531,Standard,11,2022-03-06,2023-06-28,Spain,38,Male,Laptop,1,2022,3,2023,6,530,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,28-37
532,Basic,14,2022-04-06,2023-06-27,United States,38,Male,Smartphone,1,2022,4,2023,6,499,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,28-37
533,Standard,11,2022-05-06,2023-06-28,Canada,39,Female,Smart TV,1,2022,5,2023,6,469,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,38-47
534,Premium,15,2022-07-06,2023-06-29,United States,42,Female,Laptop,1,2022,7,2023,6,408,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,38-47
535,Basic,10,2022-06-14,2023-06-29,United States,28,Male,Smart TV,1,2022,6,2023,6,430,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,18-27
536,Premium,10,2022-06-17,2023-06-27,Canada,38,Male,Smartphone,1,2022,6,2023,6,427,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,28-37
537,Standard,14,2022-06-19,2023-06-28,United Kingdom,40,Female,Tablet,1,2022,6,2023,6,425,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,38-47
538,Basic,12,2022-02-07,2023-06-29,Australia,30,Female,Tablet,1,2022,2,2023,6,557,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,28-37
539,Standard,10,2022-03-07,2023-06-29,Germany,40,Male,Smartphone,1,2022,3,2023,6,529,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,38-47
540,Premium,10,2022-07-13,2023-06-27,France,31,Male,Smart TV,1,2022,7,2023,6,401,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,28-37
541,Basic,14,2022-07-26,2023-06-27,Brazil,41,Male,Smartphone,1,2022,7,2023,6,388,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,38-47
542,Standard,11,2022-07-27,2023-06-28,Mexico,37,Male,Smartphone,1,2022,7,2023,6,387,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,28-37
543,Premium,14,2022-08-08,2023-06-28,Spain,49,Male,Tablet,1,2022,8,2023,6,375,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,48-57
544,Basic,14,2022-08-17,2023-06-27,Italy,29,Male,Smart TV,1,2022,8,2023,6,366,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,28-37
545,Premium,10,2022-08-20,2023-06-26,Spain,31,Male,Smart TV,1,2022,8,2023,6,363,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,28-37
546,Basic,10,2022-05-09,2023-06-27,Spain,39,Male,Tablet,1,2022,5,2023,6,466,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,38-47
547,Standard,12,2022-05-09,2023-06-27,United States,51,Female,Smartphone,1,2022,5,2023,6,466,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,48-57
548,Standard,10,2022-05-09,2023-06-27,Canada,38,Female,Smartphone,1,2022,5,2023,6,466,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,28-37
549,Basic,11,2022-06-09,2023-06-27,United States,29,Female,Tablet,1,2022,6,2023,6,435,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,28-37
550,Premium,13,2022-03-09,2023-06-28,United States,41,Female,Laptop,1,2022,3,2023,6,527,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,38-47
551,Basic,13,2022-08-29,2023-06-27,Canada,48,Female,Tablet,1,2022,8,2023,6,354,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,38-47
552,Standard,14,2022-08-27,2023-06-28,United Kingdom,39,Male,Smart TV,1,2022,8,2023,6,356,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,38-47
553,Premium,12,2022-08-29,2023-06-29,Australia,37,Male,Smartphone,1,2022,8,2023,6,354,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,28-37
554,Basic,11,2022-09-13,2023-06-28,Germany,37,Female,Smartphone,1,2022,9,2023,6,339,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,28-37
555,Premium,14,2022-09-24,2023-06-27,France,34,Male,Smartphone,1,2022,9,2023,6,328,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,28-37
556,Basic,15,2022-05-10,2023-06-29,Brazil,37,Male,Smartphone,1,2022,5,2023,6,465,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,28-37
557,Standard,14,2022-10-18,2023-06-30,Mexico,37,Female,Smart TV,1,2022,10,2023,6,304,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,28-37
558,Standard,13,2022-10-19,2023-06-28,Spain,51,Female,Tablet,1,2022,10,2023,6,303,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,48-57
559,Basic,15,2022-10-14,2023-06-29,Italy,45,Male,Laptop,1,2022,10,2023,6,308,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,38-47
560,Premium,14,2022-09-30,2023-06-28,Spain,29,Female,Laptop,1,2022,9,2023,6,322,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,28-37
561,Basic,14,2022-09-19,2023-06-30,Spain,37,Male,Laptop,1,2022,9,2023,6,333,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,28-37
562,Standard,10,2022-09-24,2023-06-29,United States,34,Male,Tablet,1,2022,9,2023,6,328,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,28-37
563,Premium,14,2022-09-28,2023-06-29,Canada,35,Male,Smartphone,1,2022,9,2023,6,324,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,28-37
564,Basic,12,2022-09-29,2023-06-27,United States,29,Male,Laptop,1,2022,9,2023,6,323,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,28-37
565,Premium,11,2022-11-10,2023-01-07,United States,45,Male,Tablet,1,2022,11,2023,1,281,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,38-47
566,Basic,14,2022-08-11,2023-06-29,Canada,36,Male,Smart TV,1,2022,8,2023,6,372,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,28-37
567,Standard,11,2022-11-16,2023-06-28,United Kingdom,27,Female,Laptop,1,2022,11,2023,6,275,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,18-27
568,Standard,10,2022-11-17,2023-06-26,Australia,31,Female,Laptop,1,2022,11,2023,6,274,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,28-37
569,Basic,10,2022-11-20,2023-06-30,Germany,41,Female,Laptop,1,2022,11,2023,6,271,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,38-47
570,Premium,13,2022-11-21,2023-06-29,France,37,Male,Smart TV,1,2022,11,2023,6,270,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,28-37
571,Basic,12,2022-11-21,2023-06-30,Brazil,49,Female,Tablet,1,2022,11,2023,6,270,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,48-57
572,Standard,12,2022-11-18,2023-06-27,Mexico,37,Female,Smart TV,1,2022,11,2023,6,273,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,28-37
573,Premium,14,2022-10-26,2023-06-29,Spain,36,Female,Smartphone,1,2022,10,2023,6,296,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,28-37
574,Basic,13,2022-10-25,2023-06-28,Italy,38,Female,Smart TV,1,2022,10,2023,6,297,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,28-37
575,Premium,15,2022-10-26,2023-06-30,Spain,49,Female,Tablet,1,2022,10,2023,6,296,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,48-57
576,Basic,15,2022-10-23,2023-06-26,Spain,31,Male,Laptop,1,2022,10,2023,6,299,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,28-37
577,Standard,13,2022-10-23,2023-06-28,United States,29,Female,Laptop,1,2022,10,2023,6,299,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,28-37
578,Standard,12,2022-10-16,2023-06-28,Canada,35,Female,Tablet,1,2022,10,2023,6,306,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,28-37
579,Basic,14,2022-09-08,2023-06-29,United States,46,Female,Tablet,1,2022,9,2023,6,344,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,38-47
580,Premium,10,2022-02-08,2023-06-29,United States,29,Female,Laptop,1,2022,2,2023,6,556,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,28-37
581,Basic,12,2022-07-16,2023-06-28,Canada,43,Female,Laptop,1,2022,7,2023,6,398,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,38-47
582,Standard,15,2022-07-17,2023-06-28,United Kingdom,38,Female,Tablet,1,2022,7,2023,6,397,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,28-37
583,Premium,14,2022-07-14,2023-06-28,Australia,48,Female,Smart TV,1,2022,7,2023,6,400,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,38-47
584,Basic,14,2022-07-16,2023-06-29,Germany,41,Male,Laptop,1,2022,7,2023,6,398,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,38-47
585,Premium,15,2022-06-08,2023-06-29,France,51,Female,Laptop,1,2022,6,2023,6,436,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,48-57
586,Basic,14,2022-07-08,2023-06-28,Brazil,39,Male,Smart TV,1,2022,7,2023,6,406,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,38-47
587,Standard,11,2022-07-08,2023-06-27,Mexico,31,Male,Smartphone,1,2022,7,2023,6,406,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,28-37
588,Standard,15,2022-04-08,2023-06-29,Spain,28,Male,Laptop,1,2022,4,2023,6,497,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,18-27
589,Basic,15,2022-07-29,2023-06-29,Italy,47,Male,Laptop,1,2022,7,2023,6,385,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,38-47
590,Premium,14,2022-06-19,2023-06-28,Spain,35,Female,Smart TV,1,2022,6,2023,6,425,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,28-37
591,Basic,15,2022-09-06,2023-06-29,Spain,33,Male,Smartphone,1,2022,9,2023,6,346,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,28-37
592,Standard,11,2022-06-06,2023-06-29,United States,41,Male,Smartphone,1,2022,6,2023,6,438,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,38-47
593,Premium,12,2022-06-06,2023-06-30,Canada,38,Female,Smart TV,1,2022,6,2023,6,438,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,28-37
594,Basic,10,2022-11-06,2023-06-28,United States,49,Male,Laptop,1,2022,11,2023,6,285,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,48-57
595,Basic,14,2022-06-18,2023-06-28,United States,29,Female,Smart TV,1,2022,6,2023,6,426,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,28-37
596,Basic,13,2022-06-27,2023-06-28,Canada,50,Male,Laptop,1,2022,6,2023,6,417,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,48-57
597,Standard,12,2022-05-07,2023-06-29,United Kingdom,29,Female,Tablet,1,2022,5,2023,6,468,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,28-37
598,Premium,15,2022-06-07,2023-06-27,Australia,44,Male,Smart TV,1,2022,6,2023,6,437,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,38-47
599,Basic,14,2022-06-16,2023-06-29,Germany,36,Female,Smart TV,1,2022,6,2023,6,428,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,28-37
600,Basic,14,2022-05-06,2023-06-30,France,46,Female,Smart TV,1,2022,5,2023,6,469,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,38-47
601,Premium,14,2022-05-06,2023-06-29,Brazil,30,Male,Smartphone,1,2022,5,2023,6,469,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,28-37
602,Standard,15,2022-06-06,2023-06-27,Mexico,46,Female,Tablet,1,2022,6,2023,6,438,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,38-47
603,Standard,15,2022-07-06,2023-06-28,Spain,33,Male,Smartphone,1,2022,7,2023,6,408,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,28-37
604,Basic,15,2022-10-06,2023-06-29,Italy,46,Female,Tablet,1,2022,10,2023,6,316,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,38-47
605,Premium,14,2022-06-13,2023-06-29,Spain,50,Male,Tablet,1,2022,6,2023,6,431,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,48-57
606,Standard,14,2022-06-14,2023-06-27,Spain,27,Female,Smart TV,1,2022,6,2023,6,430,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,18-27
607,Basic,12,2022-06-22,2023-06-28,United States,48,Female,Smart TV,1,2022,6,2023,6,422,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,38-47
608,Standard,14,2022-03-07,2023-06-29,Canada,50,Female,Smartphone,1,2022,3,2023,6,529,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,48-57
609,Premium,13,2022-05-07,2023-06-29,United States,28,Female,Tablet,1,2022,5,2023,6,468,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,18-27
610,Basic,15,2022-11-07,2023-06-28,United States,29,Female,Smartphone,1,2022,11,2023,6,284,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,28-37
611,Premium,11,2022-07-17,2023-06-27,Canada,36,Male,Smart TV,1,2022,7,2023,6,397,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,28-37
612,Standard,12,2022-07-27,2023-06-28,United Kingdom,51,Male,Laptop,1,2022,7,2023,6,387,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,48-57
613,Basic,15,2022-08-14,2023-06-28,Australia,51,Male,Smartphone,1,2022,8,2023,6,369,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,48-57
614,Standard,13,2022-08-15,2023-06-27,Germany,43,Male,Smart TV,1,2022,8,2023,6,368,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,38-47
615,Premium,14,2022-02-09,2023-06-27,France,38,Female,Laptop,1,2022,2,2023,6,555,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,28-37
616,Basic,11,2022-05-09,2023-06-28,Brazil,45,Female,Smartphone,1,2022,5,2023,6,466,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,38-47
617,Standard,10,2022-06-09,2023-06-28,Mexico,28,Female,Smart TV,1,2022,6,2023,6,435,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,18-27
618,Premium,11,2022-06-09,2023-06-29,Spain,27,Male,Smartphone,1,2022,6,2023,6,435,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,18-27
619,Basic,11,2022-05-09,2023-06-27,Italy,41,Female,Smartphone,1,2022,5,2023,6,466,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,38-47
620,Premium,14,2022-06-09,2023-06-29,Spain,49,Male,Smart TV,1,2022,6,2023,6,435,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,48-57
621,Basic,12,2022-08-29,2023-06-28,Spain,35,Male,Smartphone,1,2022,8,2023,6,354,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,28-37
622,Standard,13,2022-08-30,2023-06-28,United States,29,Female,Smart TV,1,2022,8,2023,6,353,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,28-37
623,Standard,10,2022-02-09,2023-06-30,Canada,42,Male,Smartphone,1,2022,2,2023,6,555,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,38-47
624,Basic,15,2022-09-20,2023-06-28,United States,33,Male,Tablet,1,2022,9,2023,6,332,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,28-37
625,Premium,10,2022-09-23,2023-06-30,United States,30,Male,Laptop,1,2022,9,2023,6,329,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,28-37
626,Basic,11,2022-09-29,2023-06-29,Canada,43,Female,Smart TV,1,2022,9,2023,6,323,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,38-47
